x,y
0.0,0.0
0.0,-2.937053522942603
0.0,-1.4055136593073847
0.0,2.267952365011401
0.0,6.093682608428484
0.3506432533808445,12.567230950479374
0.4896446016862632,19.221902385096747
0.4896446016862632,27.002655432888883
1.1860685303063945,33.46295051182855
2.766541929478165,40.93575929565588
3.5440473607552603,48.65759026032799
3.8818160925086023,56.79817624262418
4.169056483638847,65.93286705600984
4.169056483638847,75.91646927199741
4.169056483638847,86.66406713590007
4.1840384250113924,98.09527248238945
4.513625311650431,110.85801057435329
4.867991418726302,123.50219937297138
5.068961660619096,136.66521773414468
5.525347655656487,150.1064183067464
5.569511375989451,162.8090142065824
5.569511375989451,173.7905079268121
5.569511375989451,183.65769327568663
5.569511375989451,193.23205470969737
5.977411364330216,202.41656163296338
7.276948410494753,211.74290707396068
9.553390111680383,220.731202791755
11.99140733730252,229.2807021649786
14.291287139246483,237.19468250188783
17.155348759921136,244.69372645607893
20.360691241070175,252.12751588161282
23.275815878016658,260.13855016746373
26.811353761541707,268.0050893352498
30.53233674091682,275.8592116114717
34.84417036130345,283.52245393172296
39.352685293367685,291.08712202001306
43.77993322643051,298.6025685705656
48.730162632987536,305.92345882070003
53.793749096342594,313.1719055819005
58.77139871927317,320.0479028862648
63.77537894529419,326.7156028584668
68.91224040717839,333.59208143759406
74.28937265466061,340.1795383047503
79.82787342328231,346.7004249663849
85.51378388465909,353.0944018787576
91.25912263943589,358.85790484947984
97.57740831273006,364.4102464156608
104.03029651213993,370.1448031286727
110.77832213519079,375.76690482346913
117.30803661525171,381.1463444988613
124.09561739943057,386.50359495180527
130.92479998430116,391.9362770299995
137.61583881655156,397.2556589634833
144.36709861327242,402.4476855557599
150.80845962335002,407.74575794802166
157.40883482095,412.7590933563886
163.86084268389104,417.65873309022254
170.3746942434628,422.7587910170949
176.84918764318854,427.65785600003835
183.47367798891497,432.44223287130154
190.25691096045747,437.2499802048347
196.9238987916406,441.9049694896518
203.57099250368464,446.5472084818385
210.20126854447724,451.1341492543463
216.72944011833462,455.66479818758825
223.30621464352365,460.32574427702804
230.09078196021656,464.94741871062115
237.03895912816753,469.3998670149515
244.1550970655272,473.6620418487856
251.36941124570038,477.8806381716003
258.4503454227357,481.84725370653143
265.4652805093341,485.54643683197037
272.18932740647693,488.9757912755229
279.1982996817567,492.2726866143091
286.2994223128914,495.5324621906148
293.34244237177796,498.8410502193846
300.5128366782889,502.2466181287303
307.7318987259834,505.40931942471343
314.9803834863439,508.6471312467377
322.1219037509803,511.81248740368915
329.2364139715881,515.1208236247356
336.2044145650535,518.5726116722502
342.9941452413344,522.156405544477
349.5387348885699,525.6421033051205
355.8631556837752,529.0054249420895
361.9715956536785,532.3172370542308
367.86174344303254,535.7027795749717
373.4218424078665,539.2150653424312
378.8601354484031,542.7644240048068
384.16506070547615,546.4387440374333
389.36349472480765,550.1268193402436
394.32554285025464,553.6836704972676
399.214864491704,557.3490441919703
403.8080623542428,560.8383329817572
408.18119505722046,564.3633157884962
412.47394118611334,567.864423072709
416.4822359802599,571.3755324690618
420.4761856802584,574.9703685768898
424.2514486469764,578.512866087475
427.9315505341552,582.1459355340874
431.4637001617463,585.8569490462538
435.0643277186543,589.6415519157931
438.43541096850333,593.6032183978133
441.6952810387613,597.6172691133426
444.87237552148576,601.6291126182554
447.8404747114559,605.7733832809737
450.7699138549452,609.9655311486102
453.6867626194606,614.4047157860557
456.6236338966635,618.7271125959049
459.5480489323017,623.0453956605079
462.3696143329759,627.4413886745149
465.0085605753793,631.9332234132796
467.5734734219317,636.4285309563417
470.20218843046865,641.1712567362143
472.8402533315227,646.0308741872979
475.510975400759,650.8762561209642
478.41509391184525,655.9314547683159
481.52317413056886,661.0899139141018
485.00195382271534,666.2087529896783
488.77898668003746,671.1990963777355
492.7543725858104,676.1894609059799
496.8698367503668,681.1074336251052
500.96849098836884,686.0377683621363
505.1586653793551,690.8437268580271
509.36174470268514,695.4421306516074
513.383159176556,699.8976860917827
517.2889139220821,704.2240127839221
521.0011898645248,708.5121689272912
524.5439354666737,712.8209343391433
527.8930081880749,717.0270900850205
531.0256403448195,721.2575807119267
534.0478331563405,725.6424392231747
537.0332615087875,730.0657335324094
539.9382833947986,734.6606997664597
542.762134827314,739.4253167953619
545.4608361118127,744.3472527364439
548.1684916784601,749.4706861183525
